	40441822.409594	3456150.942947	0.000000	27.900000	5547500.000000
	40441822.409594	3456150.942947	0.000000	27.900000	5547500.000000
	40441797.409594	3456125.942947	35.355339	27.900000	5505000.000000
	40441822.409594	3456150.942947	0.000000	27.900000	5547500.000000
	40441722.409594	3455925.942947	266.421356	27.900000	5428750.000000
	40441747.409594	3455950.942947	231.066025	27.900000	5430625.000000
	40441772.409594	3455975.942947	195.710678	27.900000	5431875.000000
	40441772.409594	3456000.942947	170.710678	27.900000	5432500.000000
	40441772.409594	3456025.942947	145.710678	27.900000	5432500.000000
	40441797.409594	3456050.942947	110.355339	27.900000	5433750.000000
	40441797.409594	3456075.942947	85.355339	27.900000	5434375.000000
	40441797.409594	3456100.942947	60.355339	27.900000	5435000.000000
	40441797.409594	3456125.942947	35.355339	27.900000	5505000.000000
	40441347.409594	3455150.942947	1211.396118	27.900000	5133750.000000
	40441347.409594	3455175.942947	1186.396118	27.900000	5133750.000000
	40441372.409594	3455200.942947	1151.040771	27.900000	5135000.000000
	40441372.409594	3455225.942947	1126.040771	27.900000	5135000.000000
	40441397.409594	3455250.942947	1090.685425	27.900000	5136250.000000
	40441422.409594	3455275.942947	1055.330078	27.900000	5137500.000000
	40441422.409594	3455300.942947	1030.330078	27.900000	5137500.000000
	40441422.409594	3455325.942947	1005.330139	27.900000	5162500.000000
	40441447.409594	3455350.942947	969.974792	27.900000	5163750.000000
	40441472.409594	3455375.942947	934.619446	27.900000	5165625.000000
	40441472.409594	3455400.942947	909.619446	27.900000	5165625.000000
	40441497.409594	3455425.942947	874.264099	27.900000	5167500.000000
	40441497.409594	3455450.942947	849.264099	27.900000	5167500.000000
	40441522.409594	3455475.942947	813.908752	27.900000	5169375.000000
	40441522.409594	3455500.942947	788.908752	27.900000	5170000.000000
	40441522.409594	3455525.942947	763.908752	27.900000	5171875.000000
	40441522.409594	3455550.942947	738.908752	27.900000	5172500.000000
	40441522.409594	3455575.942947	713.908752	27.900000	5173125.000000
	40441547.409594	3455600.942947	678.553406	27.900000	5180000.000000
	40441572.409594	3455600.942947	653.553406	27.900000	5180625.000000
	40441597.409594	3455625.942947	618.198059	27.900000	5181875.000000
	40441622.409594	3455650.942947	582.842712	27.900000	5190000.000000
	40441647.409594	3455675.942947	547.487366	27.900000	5191250.000000
	40441647.409594	3455700.942947	522.487366	27.900000	5191875.000000
	40441672.409594	3455725.942947	487.132050	27.900000	5193125.000000
	40441697.409594	3455750.942947	451.776703	27.900000	5194375.000000
	40441697.409594	3455775.942947	426.776703	27.900000	5195000.000000
	40441697.409594	3455800.942947	401.776703	27.900000	5195625.000000
	40441722.409594	3455825.942947	366.421356	27.900000	5196875.000000
	40441722.409594	3455850.942947	341.421356	27.900000	5197500.000000
	40441722.409594	3455875.942947	316.421356	27.900000	5198125.000000
	40441722.409594	3455900.942947	291.421356	27.900000	5198750.000000
	40441722.409594	3455925.942947	266.421356	27.900000	5428750.000000
	40441397.409594	3455850.942947	622.487366	28.299999	210000.000000
	40441422.409594	3455850.942947	597.487366	28.000000	210625.000000
	40441447.409594	3455850.942947	572.487366	28.000000	212500.000000
	40441472.409594	3455875.942947	537.132019	27.900000	213750.000000
	40441497.409594	3455900.942947	501.776703	27.900000	224375.000000
	40441522.409594	3455900.942947	476.776703	27.900000	225625.000000
	40441547.409594	3455900.942947	451.776703	27.900000	226250.000000
	40441572.409594	3455900.942947	426.776703	27.900000	226875.000000
	40441597.409594	3455900.942947	401.776703	27.900000	227500.000000
	40441622.409594	3455900.942947	376.776703	27.900000	228125.000000
	40441647.409594	3455900.942947	351.776703	27.900000	228750.000000
	40441672.409594	3455900.942947	326.776703	27.900000	229375.000000
	40441697.409594	3455900.942947	301.776703	27.900000	230000.000000
	40441722.409594	3455925.942947	266.421356	27.900000	5428750.000000
	40440947.409594	3456075.942947	1215.685547	44.200001	144375.000000
	40440972.409594	3456075.942947	1190.685547	43.500000	145000.000000
	40440997.409594	3456075.942947	1165.685547	43.000000	145000.000000
	40441022.409594	3456100.942947	1130.330200	42.299999	147500.000000
	40441047.409594	3456100.942947	1105.330200	41.400002	148125.000000
	40441072.409594	3456100.942947	1080.330200	40.799999	148125.000000
	40441097.409594	3456075.942947	1044.974854	38.799999	149375.000000
	40441122.409594	3456075.942947	1019.974792	38.099998	150000.000000
	40441147.409594	3456075.942947	994.974792	38.099998	150625.000000
	40441172.409594	3456075.942947	969.974792	38.099998	151250.000000
	40441197.409594	3456075.942947	944.974792	38.000000	158750.000000
	40441222.409594	3456075.942947	919.974792	38.000000	159375.000000
	40441247.409594	3456050.942947	884.619446	37.900002	160000.000000
	40441272.409594	3456025.942947	849.264099	37.200001	160000.000000
	40441297.409594	3456000.942947	813.908752	35.500000	160000.000000
	40441322.409594	3455975.942947	778.553406	34.599998	160000.000000
	40441322.409594	3455950.942947	753.553406	33.200001	160000.000000
	40441347.409594	3455925.942947	718.198059	31.400000	161250.000000
	40441372.409594	3455900.942947	682.842712	29.900000	161875.000000
	40441372.409594	3455875.942947	657.842712	28.299999	161875.000000
	40441397.409594	3455850.942947	622.487366	28.299999	210000.000000
	40441072.409594	3455775.942947	1013.908752	38.099998	28750.000000
	40441097.409594	3455775.942947	988.908752	38.099998	29375.000000
	40441122.409594	3455750.942947	953.553406	38.099998	38750.000000
	40441147.409594	3455775.942947	918.198059	38.099998	39375.000000
	40441147.409594	3455800.942947	893.198059	38.099998	40000.000000
	40441172.409594	3455825.942947	857.842712	38.000000	41250.000000
	40441197.409594	3455825.942947	832.842712	38.000000	41875.000000
	40441222.409594	3455825.942947	807.842712	38.000000	42500.000000
	40441247.409594	3455825.942947	782.842712	37.299999	43125.000000
	40441272.409594	3455825.942947	757.842712	35.299999	43750.000000
	40441297.409594	3455825.942947	732.842712	33.500000	44375.000000
	40441322.409594	3455850.942947	697.487366	31.700001	46250.000000
	40441347.409594	3455850.942947	672.487366	30.000000	46875.000000
	40441372.409594	3455850.942947	647.487366	28.600000	47500.000000
	40441397.409594	3455850.942947	622.487366	28.299999	210000.000000
	40442122.409594	3455825.942947	493.198120	28.600000	25000.000000
